,入会时间,飞行次数,平均每公里票价,总里程,时间间隔差值,平均折扣率
3660,667.0,15.0,0.7860681114551084,48450.0,32.0,0.826666667
3666,1200.0,19.0,0.5337351108946653,49281.0,56.16666667,0.811927112
3689,414.0,29.0,0.2842871264222769,47547.0,19.21428571,0.8389625
3742,372.0,7.0,0.49042872963138745,56889.0,21.666666669999998,0.697142857
3757,543.0,15.0,0.8130650154798762,48450.0,64.57142857,0.816666667
3796,450.0,17.0,0.7021080424123046,47722.0,60.4375,0.824714807
3798,859.0,7.0,0.5552235427277872,44175.0,66.16666667,0.89078936
3800,551.0,22.0,0.5588309839932931,51291.0,76.19047619,0.767133025
3812,483.9999999999999,6.0,0.20714605878209646,62468.0,71.2,0.6292360889999999
3823,743.0,15.0,0.47771698078446545,54279.0,92.35714286000001,0.723445531
3871,643.0,18.0,0.7190683266813606,50361.0,88.0,0.774820992
3872,733.0,7.0,0.22893130965420122,63910.0,145.33333333000002,0.610533563
3887,470.0,5.0,0.35812943962115235,50680.0,141.75,0.768
3896,434.0,6.0,0.4960137098576857,40263.0,94.2,0.965327472
3902,518.0,21.0,0.5776062791047019,53256.0,70.35,0.7293375390000001
3972,699.0,19.0,0.510806409829392,54042.0,136.55555556000002,0.712973613
3992,452.0,7.0,0.39652709915056755,53212.0,89.33333333,0.722768924
3997,617.9999999999999,20.0,0.6356360572872789,42732.0,123.89473684000001,0.899573154
4014,395.0,11.0,0.3730899577858374,67276.0,123.4,0.5700112970000001
4030,403.0,20.0,0.42585493315023554,52431.0,46.052631579999996,0.72980832
4050,707.0,18.0,0.5637444797396761,51628.0,34.11764706000001,0.7397635
4056,1226.0,4.0,0.27019293655984306,48928.0,133.33333330000002,0.78
4110,836.0,22.0,0.48313746006240543,53521.0,116.85714286000001,0.70768801
4124,787.0,3.0,0.5150425114453892,36696.0,44.0,1.03
4129,698.0,3.0,0.5150425114453892,36696.0,36.50000000000001,1.03
4137,884.0,22.0,0.46135243404899473,54169.0,112.66666667,0.6971304620000001
4158,1587.0,9.0,0.22296959171057668,67942.0,74.75,0.554235377
4159,524.0,21.0,0.646856936416185,49824.0,65.25,0.7557695090000001
4192,1036.0,21.0,0.5925575005329606,42217.0,79.7,0.8883651140000001
4211,915.0,15.0,0.5131655260410625,51726.0,77.07142857,0.723730812
4229,768.0,13.0,0.6326690200634524,44758.0,82.08333333,0.8344275879999999
4310,415.0,27.0,0.6731407443704479,44897.0,38.76923077,0.8242339129999999
4316,1179.0,18.0,0.5700487604386572,53527.0,119.29411765,0.690789882
4337,482.9999999999999,19.0,0.5299668689275211,53726.0,80.05555556,0.686630868
4348,996.0,5.0,0.3120665742024965,50470.0,40.5,0.73
4377,580.0,7.0,0.38254096264678694,50839.0,118.0,0.7220427229999999
4412,985.0,18.0,0.6413164941280651,47429.0,102.52941176,0.770795083
4427,587.0,23.0,0.6622409935810316,47827.0,33.68181818000001,0.762651849
4464,442.0,7.0,0.25154396999204337,52786.0,131.66666666999998,0.6870878640000001
4473,1516.0,16.0,0.5127370056338555,53427.0,40.66666667,0.678073633
4482,386.0,17.0,0.5358429527240645,54404.0,58.0,0.665229211
4488,809.0,7.0,0.42812130760141787,43163.0,135.66666666999998,0.8378986629999999
4493,551.0,22.0,0.7335551092141602,47796.0,123.80952381,0.756236505
4501,842.0,23.0,0.5314062067938655,47013.0,94.5,0.7683038729999999
4504,599.0,10.0,0.3267330741820538,49392.0,77.66666667,0.730743845
4514,570.0,25.0,0.7566047140924304,42129.0,82.5,0.8556243920000001
4515,1307.0,5.0,0.25697784396192624,49693.0,79.5,0.7253848629999999
4518,1058.0,6.0,0.45813239807102146,45620.0,113.4,0.78999737
4521,920.0,25.0,0.6270789523991589,41848.0,42.45833333,0.861025378
4523,384.0,11.0,0.3914829972223592,60843.0,70.3,0.592014036
4535,563.0,21.0,0.40939934656948984,51727.0,72.45,0.695601137
4544,660.0,22.0,0.5360592938041305,48032.0,100.14285714,0.748364007
4557,536.9999999999999,6.0,0.33231570964668367,51427.0,52.0,0.697821183
4575,1201.0,6.0,0.44471285824091356,45535.0,108.2,0.7866757440000001
4586,825.0,17.0,0.38833172292006796,60025.99999999999,71.625,0.5961255120000001
4631,868.0,24.0,0.54370367102012,45328.0,117.60869565,0.784874029
4649,869.0,22.0,0.7627780357067488,47386.0,65.90476190000001,0.74819166
4656,1008.0,7.0,0.392396748501519,48716.0,59.5,0.7275279170000001
4675,544.0,8.0,0.3377120672233154,56409.0,141.42857143,0.627322768
4693,555.9999999999999,17.0,0.8878947719837084,44931.0,67.5,0.785882353
4726,418.0,25.0,0.7912828132738979,50475.0,51.75,0.6970745909999999
4730,387.0,28.0,0.15736688979823543,42277.0,38.22222221999999,0.831932729
4731,710.0,27.0,0.3956184218785964,47791.0,54.30769231,0.7359287309999999
4753,735.0,16.0,0.5035001147578609,52284.0,91.73333333,0.670855137
4755,627.9999999999999,28.0,0.20333317965976672,43382.0,73.77777778000001,0.80832419
4777,474.0,6.0,0.16105297580117728,73392.0,82.0,0.47666666700000004
4779,377.0,19.0,0.5878931322207959,49856.0,62.94444444,0.701514361
4790,573.9999999999999,26.0,0.6714279512004515,46066.0,72.56,0.758639995
4795,561.0,23.0,0.5386934274721352,50422.0,76.04545455,0.6926347629999999
4828,1283.0,9.0,0.4841686267414511,44216.0,68.0,0.78609621
4838,1283.0,19.0,0.4812405473860675,54879.0,109.61111111,0.6328327779999999
4866,647.0,26.0,0.7060191456696469,44292.0,56.72,0.7812013459999999
4886,1222.0,8.0,0.37862626262626264,49500.0,106.14285714,0.69750101
4891,423.0,25.0,0.7091309736950833,43566.0,67.08333333,0.7922627740000001
4900,1142.0,22.0,0.6152897657213316,45416.0,107.0952381,0.759499736
4903,508.0,8.0,0.415614381004321,47674.0,107.71428571,0.723188321
4906,429.0,18.0,0.6037985573423335,45333.0,123.29411765,0.7603895620000001
4956,853.0,21.0,0.44036679348356256,51255.0,134.3,0.668703736
4958,804.0,25.0,0.6839469134546934,39332.0,70.91666667,0.871108766
4959,416.0,18.0,0.7540649525213545,46126.0,58.94117647,0.742800806
4969,1296.0,18.0,0.6949761024243604,46239.0,35.0,0.739556868
4983,1138.0,4.0,0.39512628255722176,40544.0,125.66666670000001,0.8425
4991,651.0,5.0,0.17822105951602352,61160.0,110.0,0.5579999999999999
4995,684.0,26.0,0.4194710482382919,45524.0,83.4,0.749481153
5008,1126.0,20.0,0.4772877164056059,48520.0,83.78947368,0.701755977
5010,829.0,17.0,0.5132264324379532,48955.0,130.875,0.695332244
5012,656.0,24.0,0.47524537393605465,50637.0,59.7826087,0.672146059
5020,691.0,16.0,0.6075099689853788,45140.0,125.06666666999999,0.7530511740000001
5025,1125.0,6.0,0.3419668150546338,44478.0,77.0,0.7639439720000001
5037,371.0,6.0,0.17300100263190876,63832.0,83.4,0.531562852
5050,1212.0,9.0,0.33539399216369176,45940.0,126.625,0.7374209840000001
5056,1262.0,7.0,0.28368968779564807,52850.0,60.33333333,0.640298013
5063,658.0,17.0,0.7102891099686186,44931.0,123.25,0.7523529409999999
5068,804.0,11.0,0.35949317355858945,50905.0,120.0,0.663763088
5093,392.0,11.0,0.5384078716289364,41567.0,90.7,0.811107609
5094,847.0,21.0,0.6933230518007801,44092.0,67.85,0.764572485
5113,1280.0,4.0,0.2309516023544801,48928.0,122.66666669999998,0.6875
5148,549.0000000000001,26.0,0.43067179932944244,40265.0,65.44,0.832499938
5150,723.0,4.0,0.22073250490516683,48928.0,142.0,0.685
5172,551.0,13.0,0.5595448604597525,39021.0,64.0,0.857106942
5182,828.0,16.0,0.724214463840399,40100.0,86.0,0.833235162
5228,853.0,23.0,0.4446979466322785,40324.0,102.31818182,0.8231909040000001
5248,881.0,23.0,0.5565934179731997,48283.0,53.54545455,0.686099248
5275,746.0,26.0,0.6334899516189059,42992.0,49.760000000000005,0.7688593229999999
5283,1029.0,23.0,0.4562752559927812,50978.0,94.72727273,0.647563655
5289,1051.0,21.0,0.5316801639772522,49763.0,63.65,0.662978518
5294,836.0,22.0,0.6045355563865121,45463.0,90.38095238,0.725327849
5310,678.0,20.0,0.5882859603789836,46440.0,71.94736842,0.7090000000000001
5313,1132.0,23.0,0.6932968738452443,40593.0,115.81818182,0.8107752570000001
5318,635.9999999999999,23.0,0.5013660071197947,48316.0,91.54545455,0.68084858
5331,791.0,25.0,0.622125934726396,42927.0,90.41666667,0.765609057
5334,423.0,29.0,0.44021883900579883,48803.0,26.0,0.673257587
5357,544.0,28.0,0.3881291480667942,42339.0,40.0,0.7740546540000001
5371,604.0,28.0,0.6618458561079582,38237.0,121.07407407,0.85616314
5386,970.0,15.0,0.5054341088474731,48398.0,106.64285713999999,0.6753878259999999
5412,389.0,6.0,0.2211818519459703,51157.0,91.4,0.637490471
5420,650.0,20.0,0.6663654596345845,45373.0,55.21052632,0.718246755
5435,444.0,14.0,0.560443915973048,45414.0,112.69230769,0.716803629
5466,458.0,28.0,0.5745153116344851,50909.0,41.77777778,0.637589228
5487,428.0,14.0,0.6527010832530489,42557.0,52.15384615,0.761211082
5507,620.0000000000001,23.0,0.5336570803901782,47568.0,87.90909091,0.679265683
5514,600.9999999999999,23.0,0.6591391811723346,40961.0,45.31818182,0.78849076
5522,745.0,25.0,0.6936303899467601,41698.0,58.25,0.7738450290000001
5550,632.0,32.0,0.2869944526101181,42182.0,60.61290323,0.7623097529999999
5553,1041.0,25.0,0.5708966121495327,41088.0,77.29166667,0.782520201
5598,1049.0,23.0,0.5317557674805112,50542.0,95.31818182,0.632852083
5611,1090.0,23.0,0.6457983295590133,41067.0,60.45454545,0.777922419
5627,803.0,21.0,0.6724919549949498,42573.0,102.35,0.7488243720000001
5641,1201.0,26.0,0.6206877788660354,36756.0,67.2,0.866035749
5647,624.0,6.0,0.4488647679745071,40168.0,39.8,0.791774547
5661,993.0,16.0,0.5700818843509907,39568.0,72.86666667,0.80234078
5671,738.0,24.0,0.6402021935214599,43127.0,102.34782609,0.7352507709999999
5673,1249.0,24.0,0.6786158460750603,41007.0,68.86956522,0.7732367640000001
5675,881.0,26.0,0.5803771097667192,42481.0,92.96000000000001,0.746172171
5691,1246.0,20.0,0.7102033040306998,36743.0,37.15789474,0.861326783
5706,388.0,30.0,0.8310750692732033,39337.0,47.862068969999996,0.8029804
5737,498.0,25.0,0.5982913452924596,45767.0,97.54166667,0.6880048940000001
5743,874.0,22.0,0.6669724992152981,41417.0,42.95238095,0.7598107059999999
5749,1474.0,14.0,0.5375675734827428,45691.0,76.46153846,0.688437986
5767,688.0,5.0,0.23655807993691785,40582.0,31.75,0.773939185
5779,1457.0,17.0,0.5821318228630278,46608.0,68.75,0.67333977
5784,734.0,24.0,0.3291424950996891,50507.0,78.39130435,0.62067555
5788,882.0,23.0,0.48066511160093306,46729.0,91.13636364,0.670608402
5790,474.9999999999999,6.0,0.20407766990291265,51500.0,127.4,0.608257864
5796,835.0,24.0,0.5995207089889673,44232.0,75.2173913,0.7078676070000001
5799,670.0,16.0,0.34354579846383126,69784.0,82.6,0.448503095
5813,749.0,13.0,0.4185963503323964,44826.0,128.83333333000002,0.6972732340000001
5815,1441.0,16.0,0.5338999297079685,46947.0,85.06666666999999,0.66565297
5848,876.0,20.0,0.5062820021203167,44333.0,86.42105262999999,0.702416935
5853,1007.0,23.0,0.6597964674230904,42745.0,87.22727273,0.728376886
5856,769.0,24.0,0.4576618444394473,40023.0,95.95652174,0.77751368
5867,928.0,25.0,0.6946931788253885,45564.0,111.58333333,0.681988192
5868,1497.0,4.0,0.19825049051667754,48928.0,98.66666667,0.635
5875,421.0,9.0,0.4748138254075714,54653.0,48.49999999999999,0.567975226
5881,990.0,26.0,0.75654059915955,36885.0,70.32,0.8406238309999999
5883,973.0,7.0,0.22483595148140784,50290.0,48.49999999999999,0.616198051
5886,653.0,26.0,0.6615422558368957,36492.0,116.12,0.849120355
5887,964.0,29.0,0.5845342601192438,33377.0,85.53571429,0.9280774190000001
5896,847.0,22.0,0.6599265159174413,40553.0,80.0952381,0.76313491
5901,716.0,14.0,0.5622686780508972,39177.0,85.15384614999999,0.789272022
5919,1189.0,23.0,0.7270660185039988,38262.0,74.0,0.807001986
5920,450.0,10.0,0.23728472704669284,54698.0,76.33333333,0.564439833
5928,804.0,19.0,0.4204400448551873,51722.0,97.83333333,0.596333282
5960,953.0,5.0,0.30354435862268103,41559.0,35.99999999999999,0.7390096009999999
5974,416.0,28.0,0.300705746036762,37974.0,40.14814815,0.807660768
5979,837.0,26.0,0.7128466671741392,39411.0,36.199999999999996,0.778048007
5981,716.0,22.0,0.70671637872184,38086.0,116.23809524,0.804924382
5989,1139.0,21.0,0.6583795613008295,39298.0,63.15,0.779621355
5999,1112.0,13.0,0.3872729694924286,45038.0,124.5,0.679872996
6010,861.0,16.0,0.4492080603698482,48236.0,68.4,0.634088233
6016,430.0,24.0,0.6364445693936838,42684.0,66.34782609,0.71592236
6024,495.0000000000001,14.0,0.820399590715709,37138.0,95.38461538,0.822636383
6027,605.0,23.0,0.6989950422082273,37315.0,96.04545455,0.818662736
6031,525.0,26.0,0.5143457828345288,40430.0,97.68,0.755165966
6036,509.0,7.0,0.2737443755320443,41115.0,65.5,0.7421133409999999
6044,847.0,27.0,0.6305039608206008,44309.0,85.46153846,0.688049606
6045,725.0,26.0,0.8965186195745541,39582.0,21.28,0.7700924659999999
6051,1222.0,25.0,0.6817297135442659,40076.0,71.16666667,0.760244785
6061,930.0,10.0,0.3115544275905487,50829.0,114.0,0.599022212
6063,430.0,21.0,0.7224799093900005,37082.0,86.25,0.8209851140000001
6071,746.0,27.0,0.4286903440621532,50456.0,149.65384615,0.603096956
6077,424.0,26.0,0.5449821303865587,48686.0,66.6,0.624590231
6078,705.0,4.0,0.3095402525651144,40544.0,127.33333329999999,0.75
6109,674.0,15.0,0.5689489791257479,43786.0,82.07142857,0.69209519
6110,1028.0,14.0,0.8279534696344043,39716.0,66.92307692,0.762951959
6111,875.0,26.0,0.7471363785123194,42778.0,123.56,0.7083206320000001
6114,386.0,29.0,0.5365700020997131,42863.0,53.0,0.706447752
6117,631.0,20.0,0.4088990808008787,51893.0,45.052631579999996,0.583255738
6119,1207.0,22.0,0.7534673394546006,36267.0,102.33333333,0.8343700890000001
6125,990.0,17.0,0.636277671362413,41243.0,107.5,0.733286133
6151,496.0,27.0,0.6331699880213438,45915.0,49.19230769,0.6574234999999999
6158,437.0,26.0,0.7183899216469504,39054.0,52.84,0.7723032209999999
6159,676.0,25.0,0.670366401306389,39192.0,91.0,0.769249337
6162,554.9999999999999,33.0,0.46697602915219494,35126.0,63.71875,0.857957069
6192,579.0,12.0,0.6606811145510836,38760.0,114.18181818,0.775
6211,711.0,21.0,0.49768667524943677,49712.0,35.550000000000004,0.603327768
6212,651.0,21.0,0.49608451376385604,46099.0,90.1,0.6505997960000001
6214,381.0,13.0,0.5270386067301235,43179.0,64.91666667,0.6945211790000001
6215,372.0,27.0,0.5973084195306417,44955.0,92.03846154,0.667037482
6219,513.0000000000001,27.0,0.6998716432184834,39733.0,76.92307692,0.754502806
6220,528.9999999999999,24.0,0.511300078455192,39513.0,40.52173913,0.758672083
6226,1007.0,18.0,0.5865307366263124,36097.0,108.05882353,0.830094468
6228,644.0,30.0,0.7708712465878071,35168.0,81.93103448,0.8519984079999999
6232,1018.0,20.0,0.5704340853591865,54874.0,142.63157895,0.545747713
6249,755.0,25.0,0.5395163822882864,47765.0,110.20833333,0.625511148
6260,1088.0,25.0,0.6531192064141766,41533.0,90.125,0.7185642740000001
6273,633.0,22.0,0.6964680205477629,37571.0,37.9047619,0.793556466
6290,433.0,4.0,0.44631236442516276,36880.0,68.33333333,0.80708243
6296,1258.0,21.0,0.6924259119642754,34486.0,63.35,0.862321812
6299,1172.0,26.0,0.646399041342121,41725.0,71.72,0.712403835
6300,773.0,22.0,0.7185779932333485,39606.0,72.76190476,0.750505731
6301,839.0,4.0,0.3875968992248062,37152.0,104.33333333,0.8
6302,1153.0,22.0,0.653868636411946,37636.0,86.42857143,0.7895791259999999
6305,468.0000000000001,24.0,0.36695101423639837,35051.0,44.17391304,0.847214915
6312,558.0000000000001,27.0,0.6807233435882044,39981.0,50.11538461999999,0.7423493659999999
6319,1479.0,12.0,0.34563650325745005,40369.0,83.36363636,0.734679085
6322,935.0,23.0,0.2933048324299565,39297.0,51.636363640000006,0.754438507
6324,456.0,16.0,0.424811436243731,50646.0,53.33333333000001,0.585347708
6348,649.0,14.0,0.536595556429414,40688.0,133.15384615,0.727289373
6377,607.0,22.0,0.6328805551454304,40638.0,40.142857140000004,0.726241941
6378,1172.0,19.0,0.5542568956451073,41838.0,57.611111109999996,0.7053202829999999
6383,590.0,17.0,0.6751279323098749,39474.0,61.375,0.747058824
6385,1132.0,24.0,0.7043776231206502,37646.0,80.86956522,0.7832513409999999
6389,418.0,27.0,0.6576026368086859,41262.0,27.269230769999993,0.7141406140000001
6391,980.0,18.0,0.45052623024096883,49218.0,133.82352941,0.598625097
6407,1149.0,26.0,0.5894539032783916,44168.0,52.28,0.666166229
6420,803.0,18.0,0.5408491947291362,44395.0,110.17647059000001,0.66199144
6422,1189.0,23.0,0.6791635510404043,38783.0,54.63636364,0.757424645
6441,620.0000000000001,25.0,0.5778697220454063,47130.0,35.62499999999999,0.622157861
6444,557.0000000000001,22.0,0.5571391306409922,42169.0,105.47619048,0.695232517
6448,900.0,22.0,0.47194877784266287,47948.0,84.76190476,0.611088262
6453,1183.0,26.0,0.7269299676444635,37397.0,98.16,0.7834018770000001
6457,1011.0,23.0,0.6001615943980608,37130.0,118.31818182,0.7886708859999999
6473,954.0,32.0,0.21610799332625513,32965.0,69.5483871,0.8868405890000001
6474,521.0000000000001,27.0,0.6786220619325954,40205.0,59.61538462,0.7270411640000001
6475,638.0000000000001,24.0,0.07492610204343919,38905.0,70.82608696,0.751245855
6478,540.0000000000001,15.0,0.5344338405984008,42647.0,83.28571429,0.6851619109999999
6479,981.0,22.0,0.6306263894337649,38235.0,96.66666667,0.764126324
6496,1134.0,21.0,0.5860250644874107,43807.0,69.0,0.666160431
6497,555.9999999999999,24.0,0.5537807801263892,45890.0,85.69565217,0.635855088
6501,605.0,24.0,0.23609372205329993,61501.0,50.43478261,0.47430432
6509,611.0000000000001,27.0,0.613692232055064,40680.0,97.26923077000001,0.716462881
6514,394.0,18.0,0.4352739726027397,43800.0,38.117647059999996,0.665110274
6522,407.0,4.0,0.19927240026160892,48928.0,46.0,0.595
6524,555.9999999999999,30.0,0.8421846072467601,37810.0,42.58620690000001,0.769766728
6527,1046.0,21.0,0.7055702917771883,34684.0,53.75,0.8390410559999999
6533,487.0,22.0,0.6385996841795359,37363.0,115.28571429,0.77847523
6536,1166.0,23.0,0.4175602923797435,45694.0,97.09090909,0.636232328
6542,394.0,26.0,0.6871640074744861,34785.0,36.199999999999996,0.835120023
6544,927.0,24.0,0.4699462807917534,41326.0,139.56521739,0.702829212
6561,1286.0,14.0,0.5766583827184095,41848.0,69.07692308,0.6928718220000001
6567,831.0,24.0,0.7170138888888888,39744.0,56.69565217,0.72917975
6568,1294.0,19.0,0.5988483243118737,43415.0,88.61111111,0.667368421
6573,1250.0,8.0,0.3035092906365849,43969.0,37.142857143,0.65878005
6574,1354.0,24.0,0.5680105812607761,42339.0,95.26086957,0.684115591
6590,515.0,26.0,0.5580934623004312,42905.0,59.4,0.674197879
6612,1225.0,19.0,0.5080307766289973,41590.0,102.11111111,0.694086078
6615,1096.0,26.0,0.5075961744854397,41929.0,67.8,0.688148298
6616,1185.0,27.0,0.5871452698684555,42039.0,69.11538462,0.68623207
6624,1071.0,21.0,0.6030953834718203,37669.0,109.6,0.765307547
6628,909.0,23.0,0.7045922235459764,36932.0,99.0,0.780277808
6632,560.0,30.0,0.7458765716078103,38257.0,46.82758621,0.753052775
6642,1053.0,16.0,0.3891465769514064,50233.0,77.6,0.572963789
6643,745.0,23.0,0.4818357818016171,43905.0,87.90909091,0.65553741
6646,1204.0,19.0,0.5315958216982107,48345.0,55.72222222,0.595143241
6647,509.9999999999999,18.0,0.6109488663516168,37666.0,63.35294118,0.7637967929999999
6652,569.0,28.0,0.5359984961463751,47877.0,67.40740741,0.600587547
6653,572.0,24.0,0.41440215079378584,58769.0,36.78260869999999,0.489238034
6662,737.0,26.0,0.5550511522839332,46039.0,52.36,0.623888442
6666,1230.0,29.0,0.26818508258951473,38988.0,62.46428571,0.736359393
6671,371.0,15.0,0.4930002678158401,41073.0,39.21428571,0.698606871
6679,1182.0,10.0,0.4600715137067938,41111.0,134.33333333000002,0.697588237
6683,744.0,27.0,0.20353644574481622,39305.0,56.11538461999999,0.729455794
6685,749.0,28.0,0.29773917486268997,39145.0,52.62962963,0.732290459
6686,521.0000000000001,33.0,0.24471526367260965,39879.0,65.25,0.71875699
6687,775.0,20.0,0.7419580845619593,32828.0,77.21052632,0.873052882
6688,472.0,30.0,0.43511205449698886,40516.0,48.75862069,0.7073785659999999
6689,765.0,29.0,0.6027429375219787,42655.0,69.0,0.6717779859999999
6695,566.0000000000001,16.0,0.6500185962488709,37642.0,21.066666670000004,0.7609324690000001
6697,590.0,10.0,0.5860289902546884,36633.0,103.11111111,0.781838233
6700,524.0,24.0,0.4482630467099601,51124.0,53.434782610000006,0.560205383
6705,418.0,14.0,0.5205267044056117,40630.0,65.53846154,0.7046731479999999
6706,563.0,29.0,0.6645424796397904,40643.0,66.42857143,0.704375415
6712,1378.0,21.0,0.5757501290148183,40693.0,85.35,0.703065638
6717,476.0000000000001,34.0,0.19289687633718444,46740.0,83.0,0.611726145
6721,976.0,21.0,0.43803261225827594,48816.0,145.5,0.585636881
6725,1473.0,16.0,0.5024302430243024,38885.0,66.26666667,0.735064935
6727,476.0000000000001,24.0,0.5714700950251537,44725.0,25.47826087,0.639012409
6729,700.0,25.0,0.5966705126091973,42469.0,60.33333333,0.6729082390000001
6734,1125.0,20.0,0.43079576921330975,44058.0,76.73684211,0.648182396
6739,427.0,29.0,0.6676480862318479,40078.0,68.96428571,0.712231898
6743,828.0,27.0,0.6040390530961616,37385.0,88.26923077000001,0.762654273
6746,391.0,3.0,0.27250926531502073,36696.0,8.5,0.776666667
6748,762.0,21.0,0.5048108939766229,43547.0,40.3,0.654327738
6757,670.0,25.0,0.4133319574863275,48455.0,150.66666667,0.5871425029999999
6764,768.0,4.0,0.2775448062181148,37439.0,151.0,0.759511205
6768,1247.0,25.0,0.6490904719929481,37437.0,87.29166667,0.759205866
6770,830.0,30.0,0.41128588461891225,43612.0,53.896551720000005,0.651559433
6780,613.0,3.0,0.26760409853935035,36696.0,32.5,0.773333333
6785,495.0000000000001,3.0,0.5597384584901922,30282.0,70.0,0.936666667
6790,469.0,7.0,0.3034274193548387,43648.0,120.33333333,0.649657258
6793,912.0,13.0,0.5238575026988125,41685.0,78.83333333,0.680151134
6799,1105.0,13.0,0.6880833383512976,33214.0,102.08333333,0.853292286
6801,638.0000000000001,28.0,0.6006554989075018,41190.0,64.33333333,0.687943676
6802,488.0,28.0,0.436381096097126,43737.0,51.62962963,0.647818095
6805,1032.0,20.0,0.47841590705143344,42346.0,41.15789474,0.669018325
6814,1340.0,26.0,0.6272383728110258,40487.0,69.44,0.699223948
6815,914.0,6.0,0.38100606242797735,39918.0,75.2,0.709187835
6819,496.0,14.0,0.6147656510263179,39023.0,45.84615385,0.7252107729999999
6824,1150.0,25.0,0.556677725257626,34061.0,80.75,0.830337042
6827,1292.0,26.0,0.43987100819635416,44654.0,124.03999999999999,0.632989206
6830,634.0,25.0,0.09276166606993674,33516.0,56.08333333,0.8425915979999999
6834,999.0,24.0,0.5363258951738453,34686.0,27.60869565,0.814031598
6853,1005.0,18.0,0.3099578530442289,39386.0,79.35294118,0.71588534
6855,670.0,27.0,0.44412063407956903,45294.0,133.23076923,0.622470084
6865,907.0,24.0,0.5554296413086323,40592.0,85.04347826,0.694095635
6866,1029.0,26.0,0.6037052912320807,41994.0,99.08,0.6707958279999999
6872,650.0,26.0,0.50026830964921,50315.0,82.92,0.55967624
6876,884.0,19.0,0.6021864474510475,35034.0,73.88888889,0.8034101159999999
6884,548.0000000000001,28.0,0.568546238434336,41286.0,53.81481481,0.6812280190000001
6894,448.0,29.0,0.6587381378583164,40781.0,71.82142857,0.689128761
6920,415.0,23.0,0.2973962290213413,43437.0,26.090909089999997,0.6448170910000001
6921,624.0,30.0,0.5226176037984156,38753.0,83.0,0.722721596
6924,1067.0,27.0,0.3345067011141611,30965.0,47.92307692,0.904448571
6925,376.0,25.0,0.702456505088084,36556.0,50.70833333,0.766100777
